,Unnamed: 0,date,id,tweet_text,label
47,48,2020-10-06,1313562062325415942,jsteinwapo key consequence stimulus talks falling close  million jobless ppl permanently see income cut,Not Hate
48,49,2020-10-06,1313572122946568199,wish could say I surprised says dr rochelle walensky white houses refusal accept help,Not Hate
49,50,2020-10-06,1313576164699582464,clearly concern foreign adversaries might try take advantage preoccupa,Not Hate
50,51,2020-10-06,1313587067109113865,believe law order I never supported defunding police also believe injustice real says,Not Hate
51,52,2020-10-06,1313587314103406596,pandemic red state blue state issue affects us take anyones life virus,Not Hate
52,53,2020-10-06,1313591651005272064,trump doc says president trump claims symptoms continues share little info peterhotez discusses,Not Hate
53,54,2020-10-06,1313592193030946818,fmr cia director brennan dni made selective declassification handwritten notes johnbrennan discusses,Not Hate
54,55,2020-10-06,1313592472136757254,seven months ago today trump said anybody wants test get test still true jaketapper repor,Not Hate
55,56,2020-10-06,1313592611454750720,president trump suggests yous learn live coronavirus despite  americans dying per day,Not Hate
56,57,2020-10-06,1313593017681543168,stocks fall trump tweets ending stimulus talks alisonkosik reports,Not Hate
57,58,2020-10-06,1313593064724848640,trump may record video message amid chaotic atmosphere whturnedvirushotzone kaitlancollins reports,Not Hate
58,59,2020-10-06,1313593548021919746,safe sen harris stage vp pence darakass discusses,Not Hate
59,60,2020-10-06,1313593595744727040,though vp refused isolate instructed pence team objects plexiglass barrier debate ryanobles r,Not Hate
60,61,2020-10-06,1313594057357221889,speech unity biden invokes return normalcy jessicadean reports,Not Hate
61,62,2020-10-06,1313594470902968321,states push efforts meet voter demand create burdens  days election day,Not Hate
62,63,2020-10-06,1313594686142058498,pray people affected trumps policies trump spared consequences,Not Hate
63,64,2020-10-06,1313594715602911233,oneunderscore breaking facebook bans qanon across platforms facebook remove facebook pages groups instagram account,Not Hate
64,65,2020-10-06,1313594757952819204,oneunderscore facebooks qanon ban sweeping content moderation step I seen social media company far thi,Not Hate
65,66,2020-10-06,1313594771328425987,clear president mitch mcconnell put protecting american people priority,Not Hate
66,67,2020-10-06,1313594773983371266,oneunderscore qanon treated like militias terror groups tied realworld violence repeate,Not Hate
67,68,2020-10-06,1313594798566240256,oneunderscore facebook previously banned qanon followers referenced conspiracy theorys endgame purge mass execut,Not Hate
68,69,2020-10-06,1313595303740702721,aoc antieverybody agenda looks like president gop walking away getting covid stimulus relief done effec,Not Hate
69,70,2020-10-06,1313603897114726412,days people trumps orbit tested positive coronavirus taiwan home m p,Not Hate
70,71,2020-10-06,1313617915510480896,susan rice white house declining offers cdc help contact tracing mind boggling,Not Hate
71,72,2020-10-06,1313622309815693312,big problem potentially grave security problem well rep adam schiff says president trumps h,Not Hate
72,73,2020-10-06,1313623825012199424,michigan gov gretchen whitmer says worries presidents covid comments going give lot,Not Hate
73,74,2020-10-07,1313658319819747328,genmhayden believe,Not Hate
74,75,2020-10-07,1313658393874305026,maddowblog white house staff members wondered whether mr trumps behavior spurred cocktail drugs taking,Not Hate
75,76,2020-10-07,1313662542066188288,nancook trump tested every day covid still know last negative test via maggienyt anniekarni,Not Hate
76,77,2020-10-07,1313668172189495296,shearm breaking need take away children damning internal investigation concludes top justice dept officials,Not Hate
77,78,2020-10-07,1313682228501712898,billkristol bit reversal since afternoon eh signing whole house bill noon tomorrow,Not Hate
78,79,2020-10-07,1313692951835561984,bobwachter well goal maddow msnbc rattle rachel asked possibility trumps decisi,Hate
79,80,2020-10-07,1313695788992733187,nytimesworld confusion delirium memory loss kinds altered mental function afflicted nearly third hospitalized coro,Not Hate
80,81,2020-10-07,1313836802462167040,lot things going news right know read story earth happening,Not Hate
81,82,2020-10-07,1313875613707644931,focus group republican women swing states previously voted trump none favored id,Not Hate
82,83,2020-10-07,1313903335318188033,six states arkansas montana north dakota south dakota wisconsin wyoming set records coronavirusre,Not Hate
83,84,2020-10-07,1313903392264257536,kendilaniannbc white house staffers still wearing masks per pool photo,Not Hate
84,85,2020-10-07,1313905520886112259,wisconsin opens field hospital state fairgrounds governor evers hoped day would come wiscons,Not Hate
85,86,2020-10-07,1313907272087728131,discussion ucsfs dr robert wachter kept night last night,Not Hate
86,87,2020-10-07,1313911645912133635,comes donald trumps efforts keep financial records hidden hard notice pattern,Not Hate
87,88,2020-10-07,1313926576069922817,president trump oval office briefed stimulus talks hurricane delta according,Not Hate
88,89,2020-10-07,1313927033672601606,oneunderscore president tweeting twoandahalfyearold videos spooky music user named amerikangirlll askin,Not Hate
89,90,2020-10-07,1313928288780288000,ooof weird worrying  trump presidential candidate noncredible clow,Not Hate
90,91,2020-10-07,1313929324395888643,jaketapper white house officials believe potus infected event judge barrett saturday sept  say wh,Not Hate
91,92,2020-10-07,1313930332274667521,two dc staffers gop rep doug lamborns office tested positive recent days according source famil,Not Hate
92,93,2020-10-07,1313932747887566848,early voting underway us president trump continues sow doubt election security,Not Hate
93,94,2020-10-07,1313935553025445890,cnns drsanjaygupta says president trump oval office right isolation,Not Hate
94,95,2020-10-07,1313936879486730240,kyledcheney new trump hour twitter frenzy calling justice department arrestjail political enemies,Not Hate
95,96,2020-10-07,1313936963821600768,erinbanco break white house warned attendees gold star family event sept  may exposed covid,Not Hate
96,97,2020-10-07,1313937072349237255,schoofsfeed put reporters needless risk getting deadly disease neither anyone else,Not Hate
97,98,2020-10-07,1313944021237104651,distance great plexiglass great would really like someone public health front,Not Hate
98,99,2020-10-07,1313956170181246982,martynmcl excl woody johnson billionaire us ambassador uk spent  golf dinner single day duri,Not Hate
99,100,2020-10-07,1313956597060771847,doctor trump recovery I never seen patient get well fast msaagmd discusses,Not Hate
100,101,2020-10-07,1313956975030538243,knowing trump last tested negative critical jaketapper reports,Not Hate
101,102,2020-10-07,1313957345337184256,president trump returns oval office despite likely still infectious kaitlancollins reports,Not Hate
102,103,2020-10-07,1313958276288122880,cdc directors bizarre letter big story even underlying concern pence,Not Hate
103,104,2020-10-07,1313958677020397569,gupta trump isolating oval office drsanjaygupta reports,Not Hate
104,105,2020-10-07,1313959972846399503,bidenharris advisors punt questions vp debate safety debate commission kyunglahcnn reports,Not Hate
105,106,2020-10-07,1313960682212261888,trump returns oval office despite infection briefed stimulus hurricane bakarisellers scottjenningsky,Not Hate
106,107,2020-10-07,1313961145607294982,warnings pandemic getting even worse fall months may reality ericarhill reports,Not Hate
107,108,2020-10-07,1313961800514318336,fmr acting cdc director white house offered assurances pence covid risk others debate,Not Hate
108,109,2020-10-07,1313961934493036546,former secretary state james baker criticizes trump hints might vote november,Not Hate
109,110,2020-10-07,1313962369245237248,airline workers suffering trump cancels stimulus negotiations petemuntean reports,Not Hate
110,111,2020-10-07,1313962622195249152,tampa international airport offer covid tests passengers randikayecnn reports,Not Hate
111,112,2020-10-07,1313969381219729408,go back time five years try convince fiveyearsago self real really pre,Not Hate
112,113,2020-10-07,1313979312052359169,sen elizabeth warren president trumps behavior following covid diagnosis donald trump proven time,Not Hate
113,114,2020-10-07,1313979589106991105,fmr wisconsin gov scott walker pres trump working oval office despite covid diagnosis rega,Not Hate
114,115,2020-10-07,1313980596088123392,president typical commander military unit would relieved duty wou,Not Hate
115,116,2020-10-07,1313983922666119169,derekjgz answer question explosive would given,Not Hate
116,117,2020-10-07,1313988100125847555,today marks  years since start americas longest war war afghanistan barbarastarrcnn reports,Not Hate
117,118,2020-10-08,1314027373923315714,tv head,Not Hate
118,119,2020-10-08,1314038217629462528,maddowblog deal karen pence walking end mask,Not Hate
119,120,2020-10-08,1314063663368634368,white house coronavirus outbreak may exposed thousands,Not Hate
120,121,2020-10-08,1314078224046075906,chrislhayes I remembering next debate town hall format going also expose questioners someone battli,Not Hate
121,122,2020-10-08,1314078289405898753,jbendery karen pence ignores vice presidential debate rules forgoes mask stage,Not Hate
122,123,2020-10-08,1314078744139751424,nytimes watch karen pence wife vice president mike pence appeared flout safety rules vpdebate appearing onsta,Not Hate
123,124,2020-10-08,1314079963209924609,michikokakutani quote often fitzgerald careless people tom daisy smashed things creatures,Not Hate
124,126,2020-10-08,1314196915660238849,hillaryclinton goes projecting,Not Hate
125,127,2020-10-08,1314205348874473475,oneunderscore nancy pelosi got haircut news facebook two full days,Not Hate
126,128,2020-10-08,1314205535613251584,matthewamiller president trumps legal exposure political standing would wise stop talking importance,Not Hate
127,129,2020-10-08,1314209902122790921,nyt advances story cdc smithfield debacle redfields call scientists weaken guidance w,Not Hate
128,130,2020-10-08,1314237991775285248,oneunderscore new kevincollier brandyzadrozny conservative super pac turning point usa created hundreds fake iden,Not Hate
129,131,2020-10-08,1314249407605485568,julienbcnews mcconnell actually white house since august th impression approac,Not Hate
130,132,2020-10-08,1314258537149861889,reinforcements arrived donotsteponthesedonotsteponthese,Not Hate
131,133,2020-10-08,1314258766494412801,kylegriffin biden camp trump make debate schedule debate commission accepted three dates sept ,Not Hate
132,134,2020-10-08,1314275806055739392,noahshachtman super weird trumpworld types keep getting indicted coincidence top coincidence chance,Hate
133,135,2020-10-08,1314284944441606144,hatred bigotry violence place michigan gov gretchen whitmer says alleged plot kidna,Not Hate
134,136,2020-10-08,1314288706224828421,asked tweet senior yous military official silent moment saying oh god,Not Hate
135,137,2020-10-08,1314288991974326272,markknoller reveal time says whs alyssafarah pressed press last time pres trump tested negativ,Not Hate
136,138,2020-10-08,1314289560625590272,I never seen level science denialism like says dr paul offit specializes infectious diseas,Not Hate
137,139,2020-10-08,1314297430427475976,cheyenne river sioux health dept says tried find hospitals transfer patients  south dakota fac,Not Hate
138,140,2020-10-08,1314298359969087488,north dakota bismarck dickinson minot managing heavy patient volumes leaving  icu beds bi,Not Hate
139,141,2020-10-08,1314305009891377152,joe biden donald trump agreed june three debates laid commission presidential debates,Not Hate
140,142,2020-10-08,1314307552331665408,messaging president trump gave americans world left hospital probably mo,Not Hate
141,143,2020-10-08,1314312213113569288,south dakota worst covid surge country,Not Hate
142,144,2020-10-08,1314315257075118082,irresponsible reckless president us drive evaluation something critical,Not Hate
143,145,2020-10-08,1314316402266906624,dr offit sadly trust trumps medical team saying drpauloffit discusses,Not Hate
144,146,2020-10-08,1314316996121591812,health expert would surprised regenerons antibody cocktail got emergency authorization craigaspencer,Not Hate
145,147,2020-10-08,1314317222572163075,trump aides want president stop lying mailin ballots pamelabrowncnn reports,Not Hate
146,148,2020-10-08,1314317510326587396,next debate air covidinfected trump refuses remotely kaitlancollins reports,Not Hate
147,149,2020-10-08,1314317642518462464,whitmer hate groups heard presidents words rallying cry schneidercnn reports,Not Hate
148,150,2020-10-08,1314317848412651522,inspirational elementary school teacher dies days diagnosis jaketapper reports,Not Hate
149,151,2020-10-08,1314320203606614017,believe pres trump administration failed america failed respond pandemic says r,Not Hate
150,152,2020-10-08,1314346214356389889,former cia director john brennan fact donald trump continues refuse say would accept w,Not Hate
151,153,2020-10-08,1314349395916267521,I seeing unconscionable fmr wh chef sam kass says president returning wh,Not Hate
152,154,2020-10-08,1314350176262328320,disrespecting sitting senator disrespecting woman atlanta mayor keisha lance bott,Hate
153,155,2020-10-09,1314387373829099523,maddowblog public health concern exception hipaa patient become public concern public health con,Not Hate
154,156,2020-10-09,1314387487641473024,msnbc doctors better watch white coats privilege practice khizr khan says discussing pres trump,Not Hate
155,157,2020-10-09,1314411164659572736,sifillldf heard attorney general foiled attack governor michigan speaks volumes,Not Hate
156,158,2020-10-09,1314411425507479554,maddowblog attention wisconsinites state could use volunteer poll workers feel give google,Not Hate
157,159,2020-10-09,1314411474090102784,chrislhayes think point reason give face value credence white house presidents doctors pro,Not Hate
158,160,2020-10-09,1314411641371590656,marceelias breaking ohio federal judge blocks republican secretary states ban counties offering one ballot drop box,Not Hate
159,161,2020-10-09,1314411667506241537,maddowblog news armed protests michigan capitol served recruiting station alleged domestic terrorists engage membership,Not Hate
160,162,2020-10-09,1314429106247868417,I paying really close attention questions,Not Hate
161,163,2020-10-09,1314657796005261314,symptoms persist long time distant complications covid really want,Not Hate
162,164,2020-10-09,1314684474928619522,florida ripe another large outbreak says mtosterholm trump plans rally monday,Not Hate
163,165,2020-10-09,1314684780605251586,hurricane delta takes aim louisiana spot hurricane laura hit ryanyoungnews reports,Not Hate
164,166,2020-10-09,1314685318373748744,covidinfected trump hold event saturday kaitlancollins reports,Not Hate
165,167,2020-10-09,1314686393629769729,pompeo pledges release clinton emails gloriaborger pbump discuss,Not Hate
166,168,2020-10-09,1314686659871543303,dr gupta even trump speaks balcony reckless wh host another potential superspreader event,Not Hate
167,169,2020-10-09,1314687802701996032,anyone supposed trust wh event safe trumps doctor answer basic questions,Not Hate
168,170,2020-10-09,1314688281653784578,information accused farright domestic terrorists michigan sarasidnercnn reports,Not Hate
169,171,2020-10-09,1314688849071800320,farright domestic terrorist violence get worse gets better thelauracoates shawn turner discuss,Not Hate
170,172,2020-10-09,1314688982740017152,covid cases rising across regions country nickwattcnn reports,Not Hate
171,173,2020-10-09,1314689311560945667,hurricane delta becomes fourth named storm hit louisiana  tomsatercnn reports,Not Hate
172,174,2020-10-09,1314697292281241604,president trump speak white house balcony saturday hundreds guests invited,Not Hate
173,175,2020-10-09,1314697951428648968,rep jamie raskin pushes back critics new bill give congress role determining whether pres,Not Hate
174,176,2020-10-09,1314698197554651136,michigan ag dana nessel says pres trump attacking gov whitmer shows antilaw order president,Not Hate
175,177,2020-10-10,1315010344977342464,neusummits agree late milestaylorusa johnmitnick oliviatroye available discuss exit strategies,Not Hate
176,179,2020-10-11,1315284093228244993,crazy unprecedented different saying since beginning,Not Hate
177,180,2020-10-11,1315284111297306624,geoffrbennett republicans risk losing texas florida arizona state houses,Not Hate
178,181,2020-10-12,1315469215239942145,mjhegar I thrilled hear changed mind ready debate johncornyn already accepted three weeks,Not Hate
179,182,2020-10-12,1315470322255237122,brianstelter think one story country right seeing something never seen american h,Not Hate
180,183,2020-10-12,1315470459379625984,kylegriffin police secret service investigating incident maryland involving apparent attempt intimidate voter,Not Hate
181,184,2020-10-12,1315715091334139905,anneapplebaum georgia state country,Not Hate
182,185,2020-10-12,1315741239132725251,kylegriffin voters waited line five hours across metro atlanta region surrounding suburbs monday cast thei,Not Hate
183,186,2020-10-12,1315746782211649537,dr anthony fauci says really unfortunate really disappointing trump campaign featured,Not Hate
184,187,2020-10-12,1315746992098816002, available icu beds whole state north dakota according latest figures state,Not Hate
185,188,2020-10-12,1315747342126125062,bluestein eager georgia voters swarming polling places morning start three weeks early voting election da,Not Hate
186,189,2020-10-12,1315747383733518336,bluestein meanwhile macon gapol,Not Hate
187,190,2020-10-12,1315750849990348800,dr fauci says pres trump resuming inperson rallies asking trouble worse time tha,Not Hate
188,191,2020-10-12,1315756409527689223,dr fauci says president trump probably contagious covid probably wear mask eve,Not Hate
189,192,2020-10-12,1315759524788293632,democratic sen sheldon whitehouse says believe judge amy coney barrett says would adhere,Not Hate
190,193,2020-10-12,1315761830116155398,dr faucisays hopes latest data showing rising number covid cases projections deaths j,Not Hate
191,194,2020-10-12,1315763993156427779,kylegriffin eric trump canceled michigan based campaign event scheduled take place tuesday huron valley guns new huds,Not Hate
192,195,2020-10-12,1315764084403564547,blatant egregious politicization intelligence two career intelligence officers ever,Not Hate
193,196,2020-10-12,1315768946725920769,collegeage young people partly blame national spike covid cases drjeannem discusses,Not Hate
194,197,2020-10-12,1315769400973242369,roberta mccain mother late senator john mccain dies  years old jaketapper reports,Not Hate
195,198,2020-10-12,1315770619993174024,week release hospital trump hold rallies four straight nights kaitlancollins reports,Not Hate
196,199,2020-10-12,1315771411168931843,remembering yearold covid victim edward konaha jaketapper reports,Not Hate
197,200,2020-10-12,1315771842133716992,masks little distancing crowd gathers trump rally niacnn jfkucinich discuss,Not Hate
198,201,2020-10-12,1315772179150254080,biden rolls longshot strategy four key states jessicadean reports,Not Hate
199,202,2020-10-12,1315772836578037762,analysis cratering women seniors trump holding reckless rallies dumb politics forecasterenten reports,Not Hate
200,203,2020-10-12,1315772993101008897,hearings judge amy coney barrett highlights trumps push eliminate obamacare schneidercnn reports,Not Hate
201,204,2020-10-12,1315773453639864322,working justice antonin scalia affected judge amy coney barretts viewpoints jeffreytoobin discusses,Not Hate
202,205,2020-10-12,1315773480466608132,investigation launched unofficial drop boxes mailin ballots california pamelabrowncnn reports,Not Hate
203,206,2020-10-12,1315792385771802625,sen dick durbin gop rushing judge amy coney barretts supreme court nomination process reason,Not Hate
204,207,2020-10-12,1315792767919030276,thing keeping us passing politics says andrewyang latest stimulus bill righ,Not Hate
205,208,2020-10-12,1315794406675492870,dr zekeemanuel says president trump resuming inperson rallies people wearing masks yelling,Not Hate
206,209,2020-10-13,1315819177282867200,wolfblitzer tonight cnnsitroom honored two wonderful brothers died coronavirus within  days one another may,Not Hate
207,210,2020-10-13,1315833959062929412,jesserodriguez oliviatroye tells chrislhayes call dr fauci tell needed coronavirus task force,Not Hate
208,211,2020-10-13,1315834103535673345,would fit bumper sticker nicely,Not Hate
209,212,2020-10-13,1315834209882304522,davidfrum easy design voting system creates  hour lines nobody else developed world managed anything,Not Hate
210,213,2020-10-13,1315835355115982848,oliviatroye true phone calls white house task force doctors experts hardest make,Not Hate
211,214,2020-10-13,1315836390345670659,rvat new ad oliviatroye knows truth realdonaldtrump sidelined trashed dr fauci privately publicly airing digita,Not Hate
212,215,2020-10-13,1315845156264980481,courtneycare dmregister homepage taken obituaries iowans lost covidand small number,Not Hate
213,216,2020-10-13,1315866190041026561,maddowblog wake morning election day able say well whatever happens know,Not Hate
214,217,2020-10-13,1315866420731883520,oliviatroye witnessed president trump wh leadership routinely sideline discredit dr fauci placed calls fauci,Not Hate
215,218,2020-10-13,1315866481318649861,sifillldf five separate occasionsjudge barrett paid speaker program run alliance defending freedom supp,Not Hate
216,219,2020-10-13,1315866968390537216,allinwithchris one actually sometimes make call say dr fauci going needed toda,Not Hate
217,220,2020-10-13,1315872461502767104,rickhasen periodic reminder dahlialithwick leonard leo brains behind federalist society running,Not Hate
218,221,2020-10-13,1316068501656940547,know going happen south carolina senate race year dang jaime harrison,Not Hate
219,222,2020-10-13,1316088825949679618,kylegriffin asked sen klobuchar illegal intimidate voters polls justice barrett refused answer said c,Not Hate
220,223,2020-10-13,1316089510116155392,ariberman learned amy coney barrett today refused say whether trump delay election refused,Not Hate
221,224,2020-10-13,1316103106845904896,icu beds available tuesday morning oklahoma city covid cases surge central oklahoma regional h,Not Hate
222,225,2020-10-13,1316104320555929601,arkansas hospitalizations set record secondstraight day sixth time seven days,Not Hate
223,226,2020-10-13,1316104590367039488,tuesday state iowa also saw new record high hospitalizations last week early,Not Hate
224,227,2020-10-13,1316105174931435528,new york city  hospitalizations monday highest total since july  statewide hospitalizations new,Not Hate
225,228,2020-10-13,1316106049724837888,number coronavirus patients hospital care continuing upward trend overwhelmed health care,Not Hate
226,229,2020-10-13,1316117132749557763,dr peter hotez pres trumps aggressive rally schedule going one troubling times,Not Hate
227,230,2020-10-13,1316124140231852038,cnns jaketapper voting expect clearly attempt politics perhaps even,Not Hate
228,231,2020-10-13,1316125427283439616,senior administration official told reporters monday proposed strategy denounced,Not Hate
229,232,2020-10-13,1316126333852880897,online document claims thousands doctors scientists signed britains sky news reported,Not Hate
230,233,2020-10-13,1316126803073826817,counting days dr johnny bananas turns white house briefing room,Not Hate
231,234,2020-10-13,1316130274024075266,georgia reports record number early voters first day polls open pamelabrowncnn reports,Not Hate
232,235,2020-10-13,1316130357649997825,trial antibody treatment similar one used trump paused safety concern elizcohencnn reports,Not Hate
233,236,2020-10-13,1316130374871904257,wisconsins escalating coronavirus crisis reached distressing level severity today state recorded,Not Hate
234,237,2020-10-13,1316131278220144643,trump visit pennsylvania yet another reckless rally deadly pandemic jdiamond reports,Not Hate
235,238,2020-10-13,1316131560408711169,eight hour wait times vote georgia sign enthusiasm form voter suppression amaracnn reports,Not Hate
236,239,2020-10-13,1316131861211549696,mayor tennessee city hosts bonnaroo dies covid jaketapper reports,Hate
237,240,2020-10-13,1316132432932990977,five states hit record high covid hospitalization rates ericarhill reports,Not Hate
238,241,2020-10-13,1316132705797537794,normal pause treatment vaccine trials paulsaxmd discusses,Not Hate
239,242,2020-10-13,1316132873246855170,amy coney barrett says speak anyone white house senate might rule specific cases,Not Hate
240,243,2020-10-13,1316133333953282050,campaign says barack obama campaign joe biden soon jeffzeleny reports,Not Hate
241,244,2020-10-13,1316133353654018049,amy coney barrett suggests previous writings affordable care act decision unrelated pending aca case,Not Hate
242,245,2020-10-13,1316133535300845568,trumps reckless rallies pandemic risk alienating voters already concerned pandemic response,Not Hate
243,246,2020-10-13,1316151187738103809,cnns wolfblitzer presses house speaker nancy pelosi president trumps  trillion stimulus proposal,Not Hate
244,247,2020-10-13,1316158535877775360,new jersey governor phil murphy tells wolfblitzer state seen evidence uptick covid ca,Not Hate
245,248,2020-10-13,1316159848925597699,democratic sen sheldon whitehouse says find comfort judge amy coney barrett stating,Not Hate
246,249,2020-10-13,1316161504840953856,important thing say threat second wave absolutely convinced sto,Not Hate
247,250,2020-10-13,1316162258293198848,cnns wolfblitzer presses house speaker nancy pelosi president trumps  trillion stimulus proposal,Not Hate
248,251,2020-10-14,1316197954009665538,kylegriffin political group rural america  paid post digital billboard near entrance des moines airport w,Not Hate
249,253,2020-10-14,1316217063489376258,oliviatroye wow realdonaldtrump disrespecting elders using political pawns againdo remember covid outbrea,Not Hate
250,254,2020-10-14,1316227259305467904,chrisgeidner full clip,Not Hate
251,255,2020-10-14,1316230462466150400,jentaub brilliant banality neutrality dahlialithwick amy coney barretts refusal say law allow pr,Not Hate
252,256,2020-10-14,1316230545655902209,garypeters familys story painful reality shared many american families often alone fear decisions,Not Hate
253,257,2020-10-14,1316397803288043521,americans dying pandemic rates far higher countries,Not Hate
254,258,2020-10-14,1316437818240049158,rate covid deaths yous since june th  per  people contrast italy deat,Not Hate
255,259,2020-10-14,1316439631269855232,testing fill hospitals exactly south dakota governor kristi noem blames surge cases testi,Not Hate
256,260,2020-10-14,1316441618887708677,past  days national guard dispatched medical professionals two minnesota nursing homes whe,Not Hate
257,261,2020-10-14,1316447141016080385,kylegriffin twitter suspended number fake accounts purporting owned black trump supporters saying accounts bro,Not Hate
258,262,2020-10-14,1316447477508247553,aslavitt worry aca repeal supreme court worry medicare unconstitutional,Not Hate
259,263,2020-10-14,1316467220311150597,maddowblog trump administrations disregard rules government science institutions democracy ultimately facts,Not Hate
260,264,2020-10-14,1316467355002843138,klasfeldreports senator blumenthal asks whether brown v board education loving v virginia correctly decided barrett,Not Hate
261,265,2020-10-14,1316470141828423682,pres trump headed iowa another reckless rally supporters gather mostly unmasked bunch,Not Hate
262,266,2020-10-14,1316486877277573126,dangerous tweet kind things cannot gop rep denver riggleman says president tr,Not Hate
263,267,2020-10-14,1316488325025411073,kylegriffin nbc news confirms federal prosecutor appointed barr look obama officials unmasking unnamed individu,Not Hate
264,268,2020-10-14,1316489866205683719,appeared grasp timeline laptop arriving shop disappearance said,Not Hate
265,269,2020-10-14,1316490395354832898,oliverdarcy back may fox news portrayed unmasking story one greatest scandals american history hosts like hann,Not Hate
