,date,id,tweet_text
123,2020-10-08,1314078744139751424,nytimes watch karen pence wife vice president mike pence appeared flout safety rules vpdebate appearing onsta
124,2020-10-08,1314079963209924609,michikokakutani quote often fitzgerald careless people tom daisy smashed things creatures
126,2020-10-08,1314196915660238849,hillaryclinton goes projecting
127,2020-10-08,1314205348874473475,oneunderscore nancy pelosi got haircut news facebook two full days
128,2020-10-08,1314205535613251584,matthewamiller president trumps legal exposure political standing would wise stop talking importance
129,2020-10-08,1314209902122790921,nyt advances story cdc smithfield debacle redfields call scientists weaken guidance w
130,2020-10-08,1314237991775285248,oneunderscore new kevincollier brandyzadrozny conservative super pac turning point usa created hundreds fake iden
131,2020-10-08,1314249407605485568,julienbcnews mcconnell actually white house since august th impression approac
132,2020-10-08,1314258537149861889,reinforcements arrived donotsteponthesedonotsteponthese
133,2020-10-08,1314258766494412801,kylegriffin biden camp trump make debate schedule debate commission accepted three dates sept 
134,2020-10-08,1314275806055739392,noahshachtman super weird trumpworld types keep getting indicted coincidence top coincidence chance
135,2020-10-08,1314284944441606144,hatred bigotry violence place michigan gov gretchen whitmer says alleged plot kidna
136,2020-10-08,1314288706224828421,asked tweet senior yous military official silent moment saying oh god
137,2020-10-08,1314288991974326272,markknoller reveal time says whs alyssafarah pressed press last time pres trump tested negativ
138,2020-10-08,1314289560625590272,I never seen level science denialism like says dr paul offit specializes infectious diseas
139,2020-10-08,1314297430427475976,cheyenne river sioux health dept says tried find hospitals transfer patients  south dakota fac
140,2020-10-08,1314298359969087488,north dakota bismarck dickinson minot managing heavy patient volumes leaving  icu beds bi
141,2020-10-08,1314305009891377152,joe biden donald trump agreed june three debates laid commission presidential debates
142,2020-10-08,1314307552331665408,messaging president trump gave americans world left hospital probably mo
143,2020-10-08,1314312213113569288,south dakota worst covid surge country
144,2020-10-08,1314315257075118082,irresponsible reckless president us drive evaluation something critical
145,2020-10-08,1314316402266906624,dr offit sadly trust trumps medical team saying drpauloffit discusses
146,2020-10-08,1314316996121591812,health expert would surprised regenerons antibody cocktail got emergency authorization craigaspencer
147,2020-10-08,1314317222572163075,trump aides want president stop lying mailin ballots pamelabrowncnn reports
148,2020-10-08,1314317510326587396,next debate air covidinfected trump refuses remotely kaitlancollins reports
149,2020-10-08,1314317642518462464,whitmer hate groups heard presidents words rallying cry schneidercnn reports
150,2020-10-08,1314317848412651522,inspirational elementary school teacher dies days diagnosis jaketapper reports
151,2020-10-08,1314320203606614017,believe pres trump administration failed america failed respond pandemic says r
152,2020-10-08,1314346214356389889,former cia director john brennan fact donald trump continues refuse say would accept w
153,2020-10-08,1314349395916267521,I seeing unconscionable fmr wh chef sam kass says president returning wh
154,2020-10-08,1314350176262328320,disrespecting sitting senator disrespecting woman atlanta mayor keisha lance bott
155,2020-10-09,1314387373829099523,maddowblog public health concern exception hipaa patient become public concern public health con
156,2020-10-09,1314387487641473024,msnbc doctors better watch white coats privilege practice khizr khan says discussing pres trump
157,2020-10-09,1314411164659572736,sifillldf heard attorney general foiled attack governor michigan speaks volumes
158,2020-10-09,1314411425507479554,maddowblog attention wisconsinites state could use volunteer poll workers feel give google
159,2020-10-09,1314411474090102784,chrislhayes think point reason give face value credence white house presidents doctors pro
160,2020-10-09,1314411641371590656,marceelias breaking ohio federal judge blocks republican secretary states ban counties offering one ballot drop box
161,2020-10-09,1314411667506241537,maddowblog news armed protests michigan capitol served recruiting station alleged domestic terrorists engage membership
162,2020-10-09,1314429106247868417,I paying really close attention questions
163,2020-10-09,1314657796005261314,symptoms persist long time distant complications covid really want
164,2020-10-09,1314684474928619522,florida ripe another large outbreak says mtosterholm trump plans rally monday
165,2020-10-09,1314684780605251586,hurricane delta takes aim louisiana spot hurricane laura hit ryanyoungnews reports
166,2020-10-09,1314685318373748744,covidinfected trump hold event saturday kaitlancollins reports
167,2020-10-09,1314686393629769729,pompeo pledges release clinton emails gloriaborger pbump discuss
168,2020-10-09,1314686659871543303,dr gupta even trump speaks balcony reckless wh host another potential superspreader event
169,2020-10-09,1314687802701996032,anyone supposed trust wh event safe trumps doctor answer basic questions
170,2020-10-09,1314688281653784578,information accused farright domestic terrorists michigan sarasidnercnn reports
171,2020-10-09,1314688849071800320,farright domestic terrorist violence get worse gets better thelauracoates shawn turner discuss
172,2020-10-09,1314688982740017152,covid cases rising across regions country nickwattcnn reports
173,2020-10-09,1314689311560945667,hurricane delta becomes fourth named storm hit louisiana  tomsatercnn reports
174,2020-10-09,1314697292281241604,president trump speak white house balcony saturday hundreds guests invited
175,2020-10-09,1314697951428648968,rep jamie raskin pushes back critics new bill give congress role determining whether pres
176,2020-10-09,1314698197554651136,michigan ag dana nessel says pres trump attacking gov whitmer shows antilaw order president
177,2020-10-10,1315010344977342464,neusummits agree late milestaylorusa johnmitnick oliviatroye available discuss exit strategies
179,2020-10-11,1315284093228244993,crazy unprecedented different saying since beginning
180,2020-10-11,1315284111297306624,geoffrbennett republicans risk losing texas florida arizona state houses
181,2020-10-12,1315469215239942145,mjhegar I thrilled hear changed mind ready debate johncornyn already accepted three weeks
182,2020-10-12,1315470322255237122,brianstelter think one story country right seeing something never seen american h
183,2020-10-12,1315470459379625984,kylegriffin police secret service investigating incident maryland involving apparent attempt intimidate voter
184,2020-10-12,1315715091334139905,anneapplebaum georgia state country
185,2020-10-12,1315741239132725251,kylegriffin voters waited line five hours across metro atlanta region surrounding suburbs monday cast thei
186,2020-10-12,1315746782211649537,dr anthony fauci says really unfortunate really disappointing trump campaign featured
187,2020-10-12,1315746992098816002, available icu beds whole state north dakota according latest figures state
188,2020-10-12,1315747342126125062,bluestein eager georgia voters swarming polling places morning start three weeks early voting election da
189,2020-10-12,1315747383733518336,bluestein meanwhile macon gapol
190,2020-10-12,1315750849990348800,dr fauci says pres trump resuming inperson rallies asking trouble worse time tha
191,2020-10-12,1315756409527689223,dr fauci says president trump probably contagious covid probably wear mask eve
192,2020-10-12,1315759524788293632,democratic sen sheldon whitehouse says believe judge amy coney barrett says would adhere
193,2020-10-12,1315761830116155398,dr faucisays hopes latest data showing rising number covid cases projections deaths j
194,2020-10-12,1315763993156427779,kylegriffin eric trump canceled michigan based campaign event scheduled take place tuesday huron valley guns new huds
195,2020-10-12,1315764084403564547,blatant egregious politicization intelligence two career intelligence officers ever
196,2020-10-12,1315768946725920769,collegeage young people partly blame national spike covid cases drjeannem discusses
197,2020-10-12,1315769400973242369,roberta mccain mother late senator john mccain dies  years old jaketapper reports
198,2020-10-12,1315770619993174024,week release hospital trump hold rallies four straight nights kaitlancollins reports
199,2020-10-12,1315771411168931843,remembering yearold covid victim edward konaha jaketapper reports
200,2020-10-12,1315771842133716992,masks little distancing crowd gathers trump rally niacnn jfkucinich discuss
201,2020-10-12,1315772179150254080,biden rolls longshot strategy four key states jessicadean reports
202,2020-10-12,1315772836578037762,analysis cratering women seniors trump holding reckless rallies dumb politics forecasterenten reports
203,2020-10-12,1315772993101008897,hearings judge amy coney barrett highlights trumps push eliminate obamacare schneidercnn reports
204,2020-10-12,1315773453639864322,working justice antonin scalia affected judge amy coney barretts viewpoints jeffreytoobin discusses
205,2020-10-12,1315773480466608132,investigation launched unofficial drop boxes mailin ballots california pamelabrowncnn reports
206,2020-10-12,1315792385771802625,sen dick durbin gop rushing judge amy coney barretts supreme court nomination process reason
207,2020-10-12,1315792767919030276,thing keeping us passing politics says andrewyang latest stimulus bill righ
208,2020-10-12,1315794406675492870,dr zekeemanuel says president trump resuming inperson rallies people wearing masks yelling
209,2020-10-13,1315819177282867200,wolfblitzer tonight cnnsitroom honored two wonderful brothers died coronavirus within  days one another may
210,2020-10-13,1315833959062929412,jesserodriguez oliviatroye tells chrislhayes call dr fauci tell needed coronavirus task force
211,2020-10-13,1315834103535673345,would fit bumper sticker nicely
212,2020-10-13,1315834209882304522,davidfrum easy design voting system creates  hour lines nobody else developed world managed anything
213,2020-10-13,1315835355115982848,oliviatroye true phone calls white house task force doctors experts hardest make
214,2020-10-13,1315836390345670659,rvat new ad oliviatroye knows truth realdonaldtrump sidelined trashed dr fauci privately publicly airing digita
215,2020-10-13,1315845156264980481,courtneycare dmregister homepage taken obituaries iowans lost covidand small number
216,2020-10-13,1315866190041026561,maddowblog wake morning election day able say well whatever happens know
217,2020-10-13,1315866420731883520,oliviatroye witnessed president trump wh leadership routinely sideline discredit dr fauci placed calls fauci
218,2020-10-13,1315866481318649861,sifillldf five separate occasionsjudge barrett paid speaker program run alliance defending freedom supp
219,2020-10-13,1315866968390537216,allinwithchris one actually sometimes make call say dr fauci going needed toda
220,2020-10-13,1315872461502767104,rickhasen periodic reminder dahlialithwick leonard leo brains behind federalist society running
221,2020-10-13,1316068501656940547,know going happen south carolina senate race year dang jaime harrison
222,2020-10-13,1316088825949679618,kylegriffin asked sen klobuchar illegal intimidate voters polls justice barrett refused answer said c
223,2020-10-13,1316089510116155392,ariberman learned amy coney barrett today refused say whether trump delay election refused
224,2020-10-13,1316103106845904896,icu beds available tuesday morning oklahoma city covid cases surge central oklahoma regional h
225,2020-10-13,1316104320555929601,arkansas hospitalizations set record secondstraight day sixth time seven days
226,2020-10-13,1316104590367039488,tuesday state iowa also saw new record high hospitalizations last week early
227,2020-10-13,1316105174931435528,new york city  hospitalizations monday highest total since july  statewide hospitalizations new
228,2020-10-13,1316106049724837888,number coronavirus patients hospital care continuing upward trend overwhelmed health care
229,2020-10-13,1316117132749557763,dr peter hotez pres trumps aggressive rally schedule going one troubling times
230,2020-10-13,1316124140231852038,cnns jaketapper voting expect clearly attempt politics perhaps even
231,2020-10-13,1316125427283439616,senior administration official told reporters monday proposed strategy denounced
232,2020-10-13,1316126333852880897,online document claims thousands doctors scientists signed britains sky news reported
233,2020-10-13,1316126803073826817,counting days dr johnny bananas turns white house briefing room
234,2020-10-13,1316130274024075266,georgia reports record number early voters first day polls open pamelabrowncnn reports
235,2020-10-13,1316130357649997825,trial antibody treatment similar one used trump paused safety concern elizcohencnn reports
236,2020-10-13,1316130374871904257,wisconsins escalating coronavirus crisis reached distressing level severity today state recorded
237,2020-10-13,1316131278220144643,trump visit pennsylvania yet another reckless rally deadly pandemic jdiamond reports
238,2020-10-13,1316131560408711169,eight hour wait times vote georgia sign enthusiasm form voter suppression amaracnn reports
239,2020-10-13,1316131861211549696,mayor tennessee city hosts bonnaroo dies covid jaketapper reports
240,2020-10-13,1316132432932990977,five states hit record high covid hospitalization rates ericarhill reports
241,2020-10-13,1316132705797537794,normal pause treatment vaccine trials paulsaxmd discusses
242,2020-10-13,1316132873246855170,amy coney barrett says speak anyone white house senate might rule specific cases
243,2020-10-13,1316133333953282050,campaign says barack obama campaign joe biden soon jeffzeleny reports
244,2020-10-13,1316133353654018049,amy coney barrett suggests previous writings affordable care act decision unrelated pending aca case
245,2020-10-13,1316133535300845568,trumps reckless rallies pandemic risk alienating voters already concerned pandemic response
246,2020-10-13,1316151187738103809,cnns wolfblitzer presses house speaker nancy pelosi president trumps  trillion stimulus proposal
247,2020-10-13,1316158535877775360,new jersey governor phil murphy tells wolfblitzer state seen evidence uptick covid ca
248,2020-10-13,1316159848925597699,democratic sen sheldon whitehouse says find comfort judge amy coney barrett stating
249,2020-10-13,1316161504840953856,important thing say threat second wave absolutely convinced sto
250,2020-10-13,1316162258293198848,cnns wolfblitzer presses house speaker nancy pelosi president trumps  trillion stimulus proposal
251,2020-10-14,1316197954009665538,kylegriffin political group rural america  paid post digital billboard near entrance des moines airport w
253,2020-10-14,1316217063489376258,oliviatroye wow realdonaldtrump disrespecting elders using political pawns againdo remember covid outbrea
254,2020-10-14,1316227259305467904,chrisgeidner full clip
255,2020-10-14,1316230462466150400,jentaub brilliant banality neutrality dahlialithwick amy coney barretts refusal say law allow pr
256,2020-10-14,1316230545655902209,garypeters familys story painful reality shared many american families often alone fear decisions
257,2020-10-14,1316397803288043521,americans dying pandemic rates far higher countries
258,2020-10-14,1316437818240049158,rate covid deaths yous since june th  per  people contrast italy deat
259,2020-10-14,1316439631269855232,testing fill hospitals exactly south dakota governor kristi noem blames surge cases testi
260,2020-10-14,1316441618887708677,past  days national guard dispatched medical professionals two minnesota nursing homes whe
261,2020-10-14,1316447141016080385,kylegriffin twitter suspended number fake accounts purporting owned black trump supporters saying accounts bro
262,2020-10-14,1316447477508247553,aslavitt worry aca repeal supreme court worry medicare unconstitutional
263,2020-10-14,1316467220311150597,maddowblog trump administrations disregard rules government science institutions democracy ultimately facts
264,2020-10-14,1316467355002843138,klasfeldreports senator blumenthal asks whether brown v board education loving v virginia correctly decided barrett
265,2020-10-14,1316470141828423682,pres trump headed iowa another reckless rally supporters gather mostly unmasked bunch
266,2020-10-14,1316486877277573126,dangerous tweet kind things cannot gop rep denver riggleman says president tr
267,2020-10-14,1316488325025411073,kylegriffin nbc news confirms federal prosecutor appointed barr look obama officials unmasking unnamed individu
268,2020-10-14,1316489866205683719,appeared grasp timeline laptop arriving shop disappearance said
269,2020-10-14,1316490395354832898,oliverdarcy back may fox news portrayed unmasking story one greatest scandals american history hosts like hann
270,2020-10-14,1316490414497693698,oliverdarcy difficult overstate much fox news promoted obamagate conspiracy may graph showing mentions
271,2020-10-14,1316490503320408064,oliverdarcy refresher fox news website looked back may networks supposed straight news operation
272,2020-10-14,1316502056593764355,serious public health person actually thinks herd immunity good policy strategy ashishkjha discusse
273,2020-10-14,1316502313213800448,new documentary totally control goes inside inadequate wh covid response alexgibneyfilm discusses
274,2020-10-14,1316502830275010560,melania trump says son barron tested positive covid tested negative kaitlancollins reports
275,2020-10-14,1316503693957779456,trump hold another reckless rally iowa state reports k virus cases drsanjaygupta reports
276,2020-10-14,1316503773506949125,wisconsin opens field hospital covid patients cases surge abroaddus reports
277,2020-10-14,1316504410575560706,pandemic continues get worse safe family holidays dr william schaffner dis
278,2020-10-14,1316504861429514240,cnn exclusive mystery probe trump campaign cash revealed evanperez reports
279,2020-10-14,1316505282453934081,trumppushed nontroversy unmasking fizzles wapo reports doj finds nothing marquardta reports
280,2020-10-14,1316505454219087872,gop rep struggles current gop deranged conspiracy theories become part dna repriggleman discusses
281,2020-10-14,1316507318536876032,natashabertrand new amos hochstein former biden adviser says burisma exec named ny post storyI literally never heard
282,2020-10-14,1316516570299076608,dem rep ro khanna responds house speaker nancy pelosi stating know going sti
283,2020-10-14,1316518443433308161,public calendars university notre dames law school show least seven additional talks listed
284,2020-10-14,1316518775244587008,former cia director john brennan tells wolfblitzer bothered criticism president trump
285,2020-10-14,1316520622391001089,early voting continue october  excited determined vote even spite vote
286,2020-10-14,1316521660141502464,democratic sen richard blumenthal says new reports seven additional talks listed judge amy coney barr
287,2020-10-14,1316522415212683264,thelancet new correspondence researchers warn socalled herdimmunity approach managing covid dangerous fallacy
288,2020-10-14,1316523281672032262,infectious diseases society america promoting concept herd immunity answer covid p
289,2020-10-15,1316588805059739654,maddowblog sen harris president administration greatest failure presidential administration th
290,2020-10-15,1316596116817948672,slate science new england journal medicine nature used words like charlatans shameful notorious describe
291,2020-10-15,1316596294006210560,maddowblog harris fifty nominations confirmations yous courts appeals lifetime lifetime appointments kn
292,2020-10-15,1316598193656913925,maddowblog rachel maddow could see fly mike pences head home could see next sen kamala harris h
293,2020-10-15,1316748227614564352,former cia director john brennan tells wolfblitzer bothered criticism president trump
294,2020-10-15,1316795112253526016,danpfeiffer republican message day big tech censoring conservatives
295,2020-10-15,1316795768330686467,ashishkjha heard great barrington declaration calls herd immunity protecting vulnerable junk scien
296,2020-10-15,1316796602238021637,brhodes striking impulse lot media ask biden campaign response russian disinformation instea
297,2020-10-15,1316800938217275400,anneapplebaum amazing thing even fraudulent claims hunter biden much less bad many genuine fullyre
299,2020-10-15,1316805137512509442,jenagriswold breaking colorado seeing record turnout yesterday  coloradans voted  times
301,2020-10-15,1316815601692803075,coronavirus cases climb clear whether white house thinks good thing bad thin
303,2020-10-15,1316825135513587715,iowa officials report sixth day record hospitalizations two weeks
304,2020-10-15,1316827715534815233,ohio reports new record high covid cases surpassing  day
305,2020-10-15,1316827809290088449,kentucky gov beshear reports recordhigh total new covid cases
306,2020-10-15,1316828313160232964,cnns jaketapper wearing masks public socially distancing remain best way stop virus spre
307,2020-10-15,1316831107304902656,wyoming medical center declares code orange status opens covid surge unit
308,2020-10-15,1316836965829013511,kylegriffin yous postal service agreed reverse changes slowed mail service nationwide settling lawsuit filed mo
309,2020-10-15,1316849565086167043,another one
310,2020-10-15,1316880318574612481,infectious diseases expert blasts white house proposing mass infection plan rwalensky discusses
311,2020-10-15,1316880572350926854,audio call constituents gop sen ben sasse strongly criticized president trump array issues
312,2020-10-15,1316880580676550658,propublica political pressure white house corrupted cdc sheinvestigates discusses
313,2020-10-15,1316880751095353345,continuing antihealth antiscience campaign president trump lies mask effectiveness kaitlancollins
314,2020-10-15,1316881244706295810,sen harris campaign trail two recent contacts tested positive coronavirus mjlee reports
315,2020-10-15,1316881547837001729,europe engulfed second wave coronavirus accounting onethird new cases worldwide
316,2020-10-15,1316881579608768512,beverly hills bans trickortreating citing coronavirus concerns nickwattcnn reports
317,2020-10-15,1316881599833821184,france declares state emergency imposes new curfews president macron says virus everywhere
318,2020-10-15,1316881765777043456,drsanjaygupta fact checks president trumps false claim effectiveness masks
319,2020-10-15,1316881976478044163,bob woodward says president trump could many ways warned public covid believe
