,Unnamed: 0,date,id,tweet_text,label
69,73,2020-10-08,1314011986435473409,freedom vs control voting november,Not Hate
70,74,2020-10-08,1314012285313191938,would nice democrat tyrants would told us planned  months flatten curve,Not Hate
71,75,2020-10-08,1314012530826719233,joe biden inauguration day,Not Hate
72,76,2020-10-08,1314013269930147842,ask refers harris admin,Not Hate
73,77,2020-10-08,1314014314697756673,joe biden hidden freakin basement,Not Hate
74,78,2020-10-08,1314014393659731968,m hunter biden,Not Hate
75,79,2020-10-08,1314014627966132225,joe make decisions charge ukraine policy based interest american people hunters pocket book,Not Hate
76,80,2020-10-08,1314015337994649600,joe biden get rid tax cuts,Not Hate
77,81,2020-10-08,1314015531444338688,federal government never innovated anything private sector freedom capitalism creates innovation,Not Hate
78,82,2020-10-08,1314015661459374080,better way invest american people allowing keep earn,Not Hate
79,84,2020-10-08,1314016571258548231,kamala operate talking points rehearsed lines cannot answer question,Not Hate
80,85,2020-10-08,1314016718914756608,well obamacare thing workout,Not Hate
81,86,2020-10-08,1314016808781918209,someone frazzled guy looks like escaped franklin mint,Not Hate
82,87,2020-10-08,1314017143017680897,kamala loves green new deal older aoc less instagram followers,Not Hate
83,88,2020-10-08,1314017460983607296,maybe environmental cult would allow tree clearing would tinder freakin box,Hate
84,89,2020-10-08,1314017821270118402,kat acts like pence rude responds working making appear sympathetic,Not Hate
85,91,2020-10-08,1314018456854036481,joe abolish fossil fuels,Not Hate
86,92,2020-10-08,1314018747708051456,pence smooth could bris head recommend,Not Hate
87,93,2020-10-08,1314018795581734912,rubinreport joe stuff last  years,Not Hate
88,94,2020-10-08,1314018844550234116,answer record kamala,Not Hate
89,95,2020-10-08,1314020466206691328,pence crushing,Not Hate
90,96,2020-10-08,1314020582103625740,continues crush headlines read pence sexist,Hate
91,97,2020-10-08,1314021209466646530,hunter knows lot relationships,Not Hate
92,98,2020-10-08,1314021355180961793,seanonolennon also someone elses,Not Hate
93,99,2020-10-08,1314021493429469184,kamala answering questions saying shit told say throwing shit,Not Hate
94,100,2020-10-08,1314022703641309186,repeat tds antitrump lines talk policy usual one neither joe,Not Hate
95,101,2020-10-08,1314022905253068800,let guy respond jesus page,Not Hate
96,102,2020-10-08,1314023096500793345,military loves trump,Not Hate
97,103,2020-10-08,1314023171708850177,allow rebuttal personal claims made moral character see wha,Not Hate
98,104,2020-10-08,1314023327128784896,kamala says one time rbg wanted I going barf,Not Hate
99,105,2020-10-08,1314023336234627074,susan page saved kamala,Not Hate
100,106,2020-10-08,1314023740594958338,ask kamala supports packing court,Not Hate
101,107,2020-10-08,1314024549894311937,interested well known catholics explaining joe strong catholic proabortion I seriously willing listen,Not Hate
102,108,2020-10-08,1314024610166386688,thing fear mongering repeating,Not Hate
103,109,2020-10-08,1314025077479010304,yes answer question kamala,Not Hate
104,110,2020-10-08,1314025532137312256,marylynnrajskub intellectual answer tried,Not Hate
105,111,2020-10-08,1314025846534012928,answering question ah page needs let pence respond,Not Hate
106,112,2020-10-08,1314026604239228930,ask wants defund police,Not Hate
107,113,2020-10-08,1314027381506670594,well prepared answer,Not Hate
108,114,2020-10-08,1314027549865971714,lying pence allowed respond move,Not Hate
109,115,2020-10-08,1314027960333209600,ah fine people lie transcript debunk thatoh yea,Not Hate
110,116,2020-10-08,1314028576489058306,way harris mistreats female moderator seems sexist,Not Hate
111,117,2020-10-08,1314029021550833664,note time tweet joke fly already,Not Hate
112,118,2020-10-08,1314029980205174784,mailin voting opens door fraud,Not Hate
113,119,2020-10-08,1314030158689587201,th graders asking debate questions,Not Hate
114,120,2020-10-08,1314030783875686403,answer th grader go outside catch frogs,Not Hate
115,121,2020-10-08,1314031587495903235,one says pence win lying,Not Hate
116,122,2020-10-08,1314031762838892546,benshapiro pence thoroughly dismantled harris means media immediately declare harris messiah anoint,Not Hate
117,123,2020-10-08,1314064552796061696,foxnation tomilahren hosts johnnyjoey ethanbearman scottwrasmussen react  vice presidential debate,Not Hate
118,124,2020-10-08,1314216992551960576,kurtschlichter eightyearold asked maleidentifying parenting figure greggutfeld refuse accept validity,Not Hate
119,125,2020-10-08,1314226304607227908,jane fonda says coronavirus gods gift left means given democratic,Not Hate
120,126,2020-10-08,1314240317785337863,want live life scared choice rest us know lot lose continuing,Not Hate
121,127,2020-10-08,1314257713438904320,comment necessary trumplandslide realdonaldtrump realcandaceo benshapiro marklevinshow,Not Hate
122,128,2020-10-08,1314270653835550725,call racist xenophobic stopped travel china remember,Not Hate
123,129,2020-10-08,1314272969921880067,kamala harris get away saying trump tanked economy remember like three year,Not Hate
124,130,2020-10-08,1314294831217356804,young people psycho socialists patriots still exist,Not Hate
125,131,2020-10-08,1314324692744847360,debate commission made second debate virtual take attention away masterclass debate pe,Not Hate
126,132,2020-10-08,1314343112706338818,foxnewsradio theone greggutfeld grammy awardwinning mad genius chillygonzales shares drawn rap music,Not Hate
127,133,2020-10-08,1314344069854707712,I sorry kamala harris little history lesson vp debate abraham lincoln real history linc,Not Hate
128,134,2020-10-09,1314369421436125184,suburban wisconsin white supremacists struck like saw portland kenosha,Not Hate
129,135,2020-10-09,1314578901428035590,marylynnrajskub dustinpg lesson asked sincere question twitter verse foolishness,Not Hate
130,136,2020-10-09,1314599429601722376,never put psycho democrats saying realdonaldtrump accept results ele,Hate
131,137,2020-10-09,1314641515029958657,trump keeps ordering doj release documents russia probe finally end hoax pa,Not Hate
132,138,2020-10-09,1314678925235310592,dorisww dem rep see eye eye much civil convo friends check podcast tomi la,Not Hate
133,139,2020-10-09,1314679531492511745,socialists america may claim want make us like scandinavia dineshdsouza explains ne,Not Hate
134,140,2020-10-09,1314685821849530368,tomorrow mustsee watters world senator marcorubio former house speaker newtgingrich whitehouse,Not Hate
135,141,2020-10-09,1314686973605486594,wattersworld tomorrow mustsee watters world senator marcorubio former house speaker newtgingrich whitehouse pressse,Not Hate
136,142,2020-10-09,1314688807242018818,tvnewshq foxs greggutfeld media democrats lost right complain violence say wor,Not Hate
137,143,2020-10-10,1314728512616574978,losers week kamala taylor swift jane fonda course nancy pelosi,Not Hate
138,144,2020-10-10,1314913742287765506, utahans would ever read paper senmikelee right trust thing deseretnews wr,Not Hate
139,145,2020-10-10,1314915003280097281, president lee mckay benson every prophet book manual church ever printed churc,Not Hate
140,146,2020-10-10,1314916466995671041, senators like harry reid stood would kill infants birth let alone,Not Hate
141,147,2020-10-10,1314917893319032832, know truth defend truth senmikelee attacked exposed,Not Hate
142,148,2020-10-10,1314918951869132802, sadly fallen asleep lost direction charge second last line defense r,Not Hate
143,149,2020-10-10,1314920138253180929, love deeply respect church leaders restored gospel true question th,Not Hate
144,150,2020-10-10,1314920991693430789, including faith disagree always chance heard never shou,Not Hate
145,151,2020-10-10,1314921741479804928, time exercise right god given responsibility stand truth,Not Hate
146,152,2020-10-10,1314923338242949122, steal freedoms rent coats need hoist title liberty high defend,Not Hate
147,153,2020-10-10,1314925286753005568, senmikelee stand leadership beloved prophet also compelled stand,Not Hate
148,154,2020-10-10,1314927297699418113,danielmleclair senmikelee deseretnews tweet vulgar point truly shows lack,Not Hate
149,155,2020-10-10,1314928079089946624, people cannot rule unless taught true principles fear deseretnews knows end senmikelee,Hate
150,156,2020-10-10,1314934523264720898,tonight usual time  pm show tasty might try crawl tv eat,Not Hate
151,157,2020-10-10,1314958871203442689,watters world tonight jessebwatters newtgingrich marcorubio presssec kayleighmcenany,Not Hate
152,158,2020-10-10,1314962704298278912,wattersworld watters world tonight jessebwatters newtgingrich marcorubio presssec kayleighmcenany jasoninthehou,Not Hate
153,159,2020-10-10,1314973971469623299,election  days away state race former speaker house newtgingrich watter,Not Hate
154,160,2020-10-10,1314974049307627521,wattersworld election  days away state race former speaker house newtgingrich watters wor,Not Hate
155,161,2020-10-10,1314989071442350080,joe biden announce position court packingafter election senator marcorubio mustsee,Not Hate
156,162,2020-10-10,1314991289230819328,yelp went helping diners find food destroying businesses place accused racism yelp put,Hate
157,163,2020-10-10,1314996627149553665,wattersworld joe biden announce position court packingafter election senator marcorubio mustsee react,Not Hate
158,164,2020-10-10,1315004161310720001,rustyrockets fair take always hijacking media forever manipulating us hold,Not Hate
159,165,2020-10-10,1315004170458595330,secretary state mike pompeo says could hillary clinton emails released election,Not Hate
160,166,2020-10-10,1315017776269058051,wattersworld secretary state mike pompeo says could hillary clinton emails released election whitehouse,Not Hate
161,167,2020-10-10,1315019268774264833,declassified documents show obama knew hillary planned distract public email scandal vilify,Not Hate
162,168,2020-10-10,1315019885332893698,redsteeze give future lawsuits  stars,Not Hate
163,169,2020-10-10,1315021517319700481,wattersworld declassified documents show obama knew hillary planned distract public email scandal vilifying,Not Hate
164,170,2020-10-10,1315034369765957632,undecided voters found kamala harris abrasive condescending vp debate pollster frankluntz wi,Not Hate
165,171,2020-10-10,1315049472393650183,second debate moderator sent strange tweet mooch asking respond trumpbut claims h,Not Hate
166,172,2020-10-10,1315052011386294272,wattersworld undecided voters found kamala harris abrasive condescending vp debate pollster frankluntz,Not Hate
167,173,2020-10-10,1315052022555697157,wattersworld second debate moderator sent strange tweet mooch asking respond trumpbut claims,Not Hate
168,174,2020-10-10,1315062828894744580,kayleighmcenany ignore bad quarantine shot looks coming  pm et wattersworld w jessebwatters,Not Hate
169,175,2020-10-10,1315064570822656002,watters world one hour away jessebwatters newtgingrich marcorubio presssec kayleighmcenany,Not Hate
170,176,2020-10-10,1315064824490004480,wattersworld watters world one hour away jessebwatters newtgingrich marcorubio presssec kayleighmcenany jasoninthe,Not Hate
171,177,2020-10-11,1315079668014309376,watters world jessebwatters newtgingrich marcorubio presssec kayleighmcenany,Not Hate
172,178,2020-10-11,1315079883341602816,wattersworld watters world jessebwatters newtgingrich marcorubio presssec kayleighmcenany jasoninthehouse,Not Hate
173,179,2020-10-11,1315082183535669253,history proves marxism harmful societies still massive push gadsaad e,Not Hate
174,180,2020-10-11,1315094770272948227,problems democrats solved done well watterswords,Not Hate
175,181,2020-10-11,1315124967441403905,missed original airing watters world reair jessebwatters newtgingrich,Not Hate
176,182,2020-10-11,1315125013935206400,wattersworld missed original airing watters world reair jessebwatters newtgingrich marcorubi,Not Hate
177,183,2020-10-11,1315207202878173186,greggutfeldshow watch gregs latest monologue gutfeld,Not Hate
178,184,2020-10-11,1315348485424717825,susanshelley real reason california reopening,Not Hate
179,185,2020-10-11,1315362498401521675,anyone else notice dems talk socialist policies anymoremedicare gun confiscation,Not Hate
180,186,2020-10-11,1315386604274569217,hollywood entertainment libs already crying realdonaldtrump victory biggest hypocrit,Not Hate
181,187,2020-10-11,1315393557050650625,working lone rangers pants first six foot painting match next painting tonto,Not Hate
182,188,2020-10-11,1315403955246190592,patrickscully scene,Not Hate
183,189,2020-10-12,1315444571275497473,gadsaad explains one major difference president trump joe biden unlike biden political parasite,Not Hate
184,190,2020-10-12,1315449764910190593,love dak,Not Hate
185,191,2020-10-12,1315506353809612801,keithkjbucket ok understand celebrating lakers damn come got act like type class,Not Hate
186,192,2020-10-12,1315661155000635392,happy columbus day,Not Hate
187,193,2020-10-12,1315719737347903489,stevedeaceshow bidens mental state diminished even remember name one prominent supporters,Not Hate
188,194,2020-10-12,1315719828158676993,patunleashed able help dad blazetvs thelaurenchen family would grateful thank considering h,Not Hate
189,195,2020-10-12,1315719935063195648,thebabylonbee democrats hiss terror acb pulls crucifix,Hate
190,196,2020-10-12,1315724604984315904,proof joe biden descendent slaveowners think sins family mean anything,Hate
191,197,2020-10-12,1315763942153744386,amen recall tyrant,Not Hate
192,198,2020-10-12,1315786245461733377,tvnewshq fox news jessebwatters weeks confirmation hearings amy going outsmart outclass outmanoeuvre,Not Hate
193,199,2020-10-13,1315806959132704768,yelp start flagging businesses accused racist behavior antifa already preparing,Not Hate
194,200,2020-10-13,1315847497303162880,repugnant useless rioters portland seattle never going stop airlift,Hate
195,201,2020-10-13,1316032675258535936,thanks watching,Not Hate
196,202,2020-10-13,1316064006755495937,foxnation madisoncawthorn tells tomilahren nointerruption america missing ability sit,Not Hate
197,203,2020-10-13,1316091034892341248,sorry democrats filling rbgs supreme court seat amy coney barrett packing court called,Not Hate
198,204,2020-10-13,1316123775889543168,biden voters show rallies show polls either though count dead,Not Hate
199,205,2020-10-13,1316158199658164224,nypd chief patrol fausto pichardo resigned highest ranking latino member nypd antipolic,Not Hate
200,206,2020-10-14,1316166834480013312,democrats concerned confirming amy coney barrett supreme court could end obamacare bu,Not Hate
201,207,2020-10-14,1316192553260195846,sarahhuckabee judge barrett showed us supreme court kamala harris second line th,Not Hate
202,208,2020-10-14,1316233657217167360,glfop brave men women law enforcement attacked ambushed across country want strong leader ba,Not Hate
203,209,2020-10-14,1316248916728446976,governor bright future however told last week texan really bothers,Not Hate
204,210,2020-10-14,1316252390190874628,case trump truly important election since  trump  man vs movement,Not Hate
205,211,2020-10-14,1316437819905249285,acb liberal appointed liberal would cover every magazine lifted feminist pe,Hate
206,212,2020-10-14,1316456552853889024,democrats listen new supreme court justices job uphold constitution obamas legacy,Not Hate
207,213,2020-10-14,1316456985009688577,drrepstein noticed something concerning monitoring big techs influence election think thes,Not Hate
208,214,2020-10-14,1316471032169988096,tried warn,Not Hate
209,215,2020-10-14,1316474096838832128,apparent coordinated effort twitter facebook censor nypost article hunterbiden terrifying,Not Hate
210,216,2020-10-14,1316474521969278976,newsletter one way get around censorship signed please,Not Hate
211,217,2020-10-14,1316485838872739841,senator harris seems small right acb calmly dispensed predictable questions,Not Hate
212,218,2020-10-14,1316499024107708416,corrupt company ukraine paying biden family biden helping corrupt company,Not Hate
213,219,2020-10-14,1316508421944999936,americans look mess california vote harrisbiden takes nationwide vote smart vote person,Not Hate
214,220,2020-10-15,1316538383670415361,noticed websites blogs edited men trying best find pics acb appe,Not Hate
215,221,2020-10-15,1316544319340376065,democrats working overtime change voting rules across nation insisting nothing see,Not Hate
216,222,2020-10-15,1316550451702255616,arytenoid yes,Not Hate
217,223,2020-10-15,1316551092977700864,mcdonaldcomedy none us etch numbers airport bathroom stalls despicable pervert,Hate
218,224,2020-10-15,1316551868110319617,democrats point man expand mailin voting nationwide guy behind al frankens headscratching,Not Hate
219,225,2020-10-15,1316555642455244800,voting election crucial truethevotes catherine engelbrecht gave advice safest way,Not Hate
220,226,2020-10-15,1316565846504988674,studoesamerica I afraid even tweet show tonight lest twitter overlords vengefully ban,Not Hate
221,227,2020-10-15,1316578621318930434,donaldjtrumpjr bidens got rich america got robbed realdonaldtrump,Not Hate
222,228,2020-10-15,1316589617437642752,twitter facebook showed us today chilling surprising working overtime diminish,Not Hate
223,229,2020-10-15,1316715870501167104,sohrab joins radio show today digital civil war censor post,Not Hate
224,230,2020-10-15,1316716759009853440,odd message twitter gave tried quote tweet sohrabahmaris story,Not Hate
225,231,2020-10-15,1316739651424661504,interesting see stories trending happening two ukrainian stories la,Not Hate
226,232,2020-10-15,1316741103090126852,gopoversight hey twitter try censoring ranking member repjamescomer oversight republicans called oversightdems,Not Hate
227,233,2020-10-15,1316794262286225410,mattwalshblog facebook twitter really interested stopping misinformation would banned blm long time ago,Hate
228,234,2020-10-15,1316796055971942401,mainstream media google facebook twitter realdonaldtrump media google faceb,Not Hate
229,235,2020-10-15,1316803802620723201,twitter problem letting nyt trump tax return story go viral nypost censored hunter,Not Hate
230,236,2020-10-15,1316811514544783361,saddest part google facebook twitter still better conservatives mainstream media,Not Hate
231,237,2020-10-15,1316823981966667776,theblaze new york post opinion editor speaks big tech censors bombshell story hunter biden ukraine,Hate
232,238,2020-10-15,1316832541802930178,joeconchatv aged well,Not Hate
233,239,2020-10-15,1316839316316917760,fact losers left going tiffanyatrump nothing wrong sorry attempt distra,Not Hate
234,240,2020-10-15,1316850501586219013,show obtained new hunter biden emails expose corruption want miss tonights report,Not Hate
235,241,2020-10-15,1316884057779785729,hours senate democrats deemed sexual preference offensive term amy coney barretts hearing,Not Hate
236,242,2020-10-16,1316892239843463169,things looking good trump campaign happy seeing democrat,Not Hate
237,243,2020-10-16,1316895030553071618,townhall town savannah badgering joke,Not Hate
238,244,2020-10-16,1316895215387578369,matter denounces guthrie find another proof denounces moves onto q see,Not Hate
239,245,2020-10-16,1316895480589258754,guthrie even listening needs get thru list embarrassing,Not Hate
240,246,2020-10-16,1316896256120205312,guthrie pretends questions many questions says chases narratives producers handed,Not Hate
241,247,2020-10-16,1316897273691897857,nbc embarrassing worse expected guthrie like poorly disguised ambush even follows,Not Hate
242,248,2020-10-16,1316898155758342144,I watching biden thing I watching trump thing think trump thing designed outbid,Not Hate
243,249,2020-10-16,1316899185111826434,fact townhalls bs expected something better guthrie another irrational hack watch tucker,Not Hate
244,250,2020-10-16,1316900352243924992,tonight joe getting softballs easy george trump getting attacked irrational guthrie hunter sifting pockets crack pipe,Not Hate
245,251,2020-10-16,1316901446365958149,savanah new karen apologies karens,Not Hate
246,252,2020-10-16,1316903004927332354,questions biden town hall contain sentiment biden agrees questions trump town ha,Not Hate
247,253,2020-10-16,1316903159277694978,I glad trump agreed another debate realize would savannah guthrie,Not Hate
248,254,2020-10-16,1316903898603544581,takes lot make trump look like bullied one savannahguthrie nailed flying colors,Not Hate
249,255,2020-10-16,1316909054523039745,burisma told hunter wanted close casespursuits top official ukraine watch r,Not Hate
250,256,2020-10-16,1316910146740768768,baldbryan egregious mistake rehab addiction blanket assumption uniform struggle,Not Hate
251,257,2020-10-16,1316910466082525184,yet come,Not Hate
252,258,2020-10-16,1316912354089730057,kirstenpowers misinterpreted fairly straightforward tweet worries try got time,Not Hate
253,259,2020-10-16,1316949160306839554, disappointed bensasse realdonaldtrump given us great judges lower court  judges far supe,Not Hate
254,260,2020-10-16,1316949986593153024, got us disastrous iran deal killed head terror boxed currently collapsi,Not Hate
255,261,2020-10-16,1316950772177915907, something president done even though promised yes met north korean dictator ha,Not Hate
256,262,2020-10-16,1316951859500908547, nato brought arabs jews together smashing choke hold plo stood ch,Hate
257,263,2020-10-16,1316952665012752384, I going cut slack bensasse also defended religious liberty unlike president,Not Hate
258,264,2020-10-16,1316953532537409538, made real roads open doors gop wussy even try open hispanics blacks ag,Hate
259,265,2020-10-16,1316954216439730177, realdonaldtrump also took economy beaten people told build th,Not Hate
260,266,2020-10-16,1316955099680428034, give us lowest unemployment rate since  year celebrated th birthday lowest unemployment,Not Hate
261,267,2020-10-16,1316955693161811969, largest pandemic  years things never seen president  americas biggest capi,Not Hate
262,268,2020-10-16,1316956590411579392, called racist xenophobic stirring hatred everyone says stood alo,Not Hate
263,269,2020-10-16,1316957373286723584, taking control companies telling wha produce simply asked free market step pla,Not Hate
264,270,2020-10-16,1316958014721691648, blamed blood bath created gov coumos nursing home policies said  million would,Not Hate
265,271,2020-10-16,1316958720585306112, seem hit best case scenario gone fought lies,Not Hate
266,272,2020-10-16,1316959635941871617, doj cia dept state fbi dni leave anyone oh yeah getting evidence,Not Hate
267,273,2020-10-16,1316960439306244099, would embarrass frank underwood also kevin spacey single handedly exposed pres,Not Hate
268,274,2020-10-16,1316961017960763394, enemies people hated first said true person group knowingly,Not Hate
269,275,2020-10-16,1316961735828537344, yeah bensasse done something fan someone support first,Not Hate
270,276,2020-10-16,1316962457487872000, stood entirely alone surrounded enemies surrounded took oath protect defend con,Not Hate
271,277,2020-10-16,1316963480377970688, spineless nothing old corrupt gop politicians either part problem frightened,Not Hate
272,278,2020-10-16,1316964182915489793, rang bell stood took hits risked lost money reputation perhaps,Not Hate
273,279,2020-10-16,1316965404804337665, history judge us childrens children forgotten failed,Not Hate
274,280,2020-10-16,1317139505447567361,democrats trying hide prized socialist agenda called moderators media ask,Not Hate
275,281,2020-10-16,1317168997251584002,rsscottbp walls work smugglers used drive across border area anymore,Not Hate
276,282,2020-10-16,1317183412311085057,mattwalshblog children gotten used living world everyone wears masks never see peoples face public,Not Hate
277,283,2020-10-16,1317185353879412737,instead trump town hall watched nbc news savannah guthrie debate realdonaldtrump meanwhile joe bide,Not Hate
278,284,2020-10-16,1317222536808194056,tomorrow  days away election day jessebwatters live mustsee watters world tune foxnews,Not Hate
279,285,2020-10-16,1317222674456825856,wattersworld tomorrow  days away election day jessebwatters live mustsee watters world tune foxnews pm,Not Hate
280,286,2020-10-16,1317245689223524353,watch news america seems divided ever talked gym owner trainersethg bikin,Not Hate
281,287,2020-10-16,1317252664388890628,show explosive warning  hours advance wear protective gear avoid shrapnel,Not Hate
282,288,2020-10-17,1317515159016013825,celebrity endorsements candidates mattered hillary would president one cares,Not Hate
283,289,2020-10-17,1317518715513131011,watters world live tonight jessebwatters mirandadevine pambondi cortessteve sentomcotton,Not Hate
284,290,2020-10-17,1317520563099795456,wattersworld watters world live tonight jessebwatters mirandadevine pambondi cortessteve sentomcotton joeconchat,Not Hate
285,291,2020-10-17,1317524418109779970,never going fair conservatives need fight harder better,Not Hate
286,292,2020-10-17,1317525788871266312,joe biden identified big guy would receive percentage deal chinese energy firm new hu,Not Hate
287,293,2020-10-17,1317540887207964674,joe biden finally asked reporter hunter biden email story see pambondi reacts tonight foxnews pm et,Not Hate
288,294,2020-10-17,1317544300507484161,wattersworld joe biden finally asked reporter hunter biden email story see pambondi reacts tonight foxnews ,Not Hate
289,295,2020-10-17,1317544313870536704,wattersworld joe biden identified big guy would receive percentage deal chinese energy firm new hunter b,Not Hate
290,296,2020-10-17,1317555986207563776, days election day hear trump  senior advisor cortessteve state race president,Not Hate
291,297,2020-10-17,1317556696668057601,wattersworld  days election day hear trump  senior advisor cortessteve state race president trump,Not Hate
